Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ns/call  ns/call  name    
[27]     0.0    0.00    0.00  132136         __gnu_cxx::__normal_iterator<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >* const*, std::vector<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >*, std::allocator<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >*> > >::base() const [27]
-----------------------------------------------
                0.00    0.00  113928/113928      myheap::addtoheap(std::string, int) [4]
[28]     0.0    0.00    0.00  113928         CompleteBinaryTree<datapoint*>::parent(int) [28]
-----------------------------------------------
                0.00    0.00  100104/100104      myheap::addtoheap(std::string, int) [4]
[29]     0.0    0.00    0.00  100104         myheap::checkNeedHeapify(int, int) [29]
                0.00    0.00  200208/200208      CompleteBinaryTree<datapoint*>::element(int) [24]
-----------------------------------------------
                0.00    0.00       1/66068       std::vector<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >*, std::allocator<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >*> >::capacity() const [207]
                0.00    0.00   66067/66068       std::vector<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >*, std::allocator<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >*> >::size() const [33]
[30]     0.0    0.00    0.00   66068         __gnu_cxx::__normal_iterator<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >* const*, std::vector<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >*, std::allocator<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >*> > >::difference_type __gnu_cxx::operator-<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >* const*, __gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >* const*, std::vector<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >*, std::allocator<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >*> > >(__gnu_cxx::__normal_iterator<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >* const*, std::vector<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >*, std::allocator<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >*> > > const&, __gnu_cxx::__normal_iterator<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >* const*, std::vector<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >*, std::allocator<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >*> > > const&) [30]
                0.00    0.00  132136/132136      __gnu_cxx::__normal_iterator<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >* const*, std::vector<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >*, std::allocator<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >*> > >::base() const [27]
-----------------------------------------------
                0.00    0.00       1/66068       std::vector<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >*, std::allocator<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >*> >::capacity() const [207]
                0.00    0.00   66067/66068       std::vector<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >*, std::allocator<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >*> >::size() const [33]
[31]     0.0    0.00    0.00   66068         std::vector<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >*, std::allocator<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >*> >::begin() const [31]
                0.00    0.00   66068/132136      __gnu_cxx::__normal_iterator<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >* const*, std::vector<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >*, std::allocator<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >*> > >::__normal_iterator(__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >* const* const&) [26]
-----------------------------------------------
                0.00    0.00   66067/66067       std::vector<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >*, std::allocator<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >*> >::size() const [33]
[32]     0.0    0.00    0.00   66067         std::vector<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >*, std::allocator<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >*> >::end() const [32]
                0.00    0.00   66067/132136      __gnu_cxx::__normal_iterator<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >* const*, std::vector<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >*, std::allocator<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >*> > >::__normal_iterator(__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >* const* const&) [26]
-----------------------------------------------
                0.00    0.00       1/66067       std::vector<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >*, std::allocator<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >*> >::reserve(unsigned long) [220]
                0.00    0.00   13824/66067       __gnu_cxx::hashtable<std::pair<std::string const, int>, std::string, __gnu_cxx::hash<std::string>, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::allocator<int> >::resize(unsigned long) [66]
                0.00    0.00   24594/66067       __gnu_cxx::hashtable<std::pair<std::string const, int>, std::string, __gnu_cxx::hash<std::string>, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::allocator<int> >::clear() [202]
                0.00    0.00   27648/66067       __gnu_cxx::hashtable<std::pair<std::string const, int>, std::string, __gnu_cxx::hash<std::string>, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::allocator<int> >::_M_bkt_num_key(std::string const&) const [44]
[33]     0.0    0.00    0.00   66067         std::vector<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >*, std::allocator<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >*> >::size() const [33]
                0.00    0.00   66067/66067       std::vector<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >*, std::allocator<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >*> >::end() const [32]
                0.00    0.00   66067/66068       std::vector<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >*, std::allocator<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >*> >::begin() const [31]
                0.00    0.00   66067/66068       __gnu_cxx::__normal_iterator<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >* const*, std::vector<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >*, std::allocator<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >*> > >::difference_type __gnu_cxx::operator-<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >* const*, __gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >* const*, std::vector<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >*, std::allocator<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >*> > >(__gnu_cxx::__normal_iterator<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >* const*, std::vector<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >*, std::allocator<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >*> > > const&, __gnu_cxx::__normal_iterator<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >* const*, std::vector<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >*, std::allocator<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >*> > > const&) [30]
-----------------------------------------------
                0.00    0.00   52061/52061       __gnu_cxx::hash<char const*>::operator()(char const*) const [35]
[34]     0.0    0.00    0.00   52061         __gnu_cxx::__stl_hash_string(char const*) [34]
-----------------------------------------------
                0.00    0.00   52061/52061       __gnu_cxx::hash<std::string>::operator()(std::string const&) const [36]
[35]     0.0    0.00    0.00   52061         __gnu_cxx::hash<char const*>::operator()(char const*) const [35]
                0.00    0.00   52061/52061       __gnu_cxx::__stl_hash_string(char const*) [34]
-----------------------------------------------
                0.00    0.00   52061/52061       __gnu_cxx::hashtable<std::pair<std::string const, int>, std::string, __gnu_cxx::hash<std::string>, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::allocator<int> >::_M_bkt_num_key(std::string const&, unsigned long) const [37]
[36]     0.0    0.00    0.00   52061         __gnu_cxx::hash<std::string>::operator()(std::string const&) const [36]
                0.00    0.00   52061/52061       __gnu_cxx::hash<char const*>::operator()(char const*) const [35]
-----------------------------------------------
                0.00    0.00   24413/52061       __gnu_cxx::hashtable<std::pair<std::string const, int>, std::string, __gnu_cxx::hash<std::string>, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::allocator<int> >::_M_bkt_num(std::pair<std::string const, int> const&, unsigned long) const [47]
                0.00    0.00   27648/52061       __gnu_cxx::hashtable<std::pair<std::string const, int>, std::string, __gnu_cxx::hash<std::string>, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::allocator<int> >::_M_bkt_num_key(std::string const&) const [44]
[37]     0.0    0.00    0.00   52061         __gnu_cxx::hashtable<std::pair<std::string const, int>, std::string, __gnu_cxx::hash<std::string>, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::allocator<int> >::_M_bkt_num_key(std::string const&, unsigned long) const [37]
                0.00    0.00   52061/52061       __gnu_cxx::hash<std::string>::operator()(std::string const&) const [36]
-----------------------------------------------
                0.00    0.00   13824/41472       __gnu_cxx::hashtable<std::pair<std::string const, int>, std::string, __gnu_cxx::hash<std::string>, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::allocator<int> >::end() [64]
                0.00    0.00   13824/41472       __gnu_cxx::hashtable<std::pair<std::string const, int>, std::string, __gnu_cxx::hash<std::string>, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::allocator<int> >::find(std::string const&) [65]
                0.00    0.00   13824/41472       __gnu_cxx::hashtable<std::pair<std::string const, int>, std::string, __gnu_cxx::hash<std::string>, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::allocator<int> >::insert_unique_noresize(std::pair<std::string const, int> const&) [63]
[38]     0.0    0.00    0.00   41472         __gnu_cxx::_Hashtable_iterator<std::pair<std::string const, int>, std::string, __gnu_cxx::hash<std::string>, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::allocator<int> >::_Hashtable_iterator(__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >*, __gnu_cxx::hashtable<std::pair<std::string const, int>, std::string, __gnu_cxx::hash<std::string>, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::allocator<int> >*) [38]
-----------------------------------------------
                0.00    0.00       1/27649       std::allocator<std::pair<std::string const, int> >::allocator() [212]
                0.00    0.00   27648/27649       std::allocator<std::pair<std::string const, int> >::allocator<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> > >(std::allocator<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> > > const&) [45]
[39]     0.0    0.00    0.00   27649         __gnu_cxx::new_allocator<std::pair<std::string const, int> >::new_allocator() [39]
-----------------------------------------------
                0.00    0.00   27649/27649       std::allocator<std::pair<std::string const, int> >::~allocator() [41]
[40]     0.0    0.00    0.00   27649         __gnu_cxx::new_allocator<std::pair<std::string const, int> >::~new_allocator() [40]
-----------------------------------------------
                0.00    0.00       1/27649       __gnu_cxx::hash_map<std::string, int, __gnu_cxx::hash<std::string>, std::equal_to<std::string>, std::allocator<int> >::hash_map() [199]
                0.00    0.00   13824/27649       __gnu_cxx::hashtable<std::pair<std::string const, int>, std::string, __gnu_cxx::hash<std::string>, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::allocator<int> >::_M_delete_node(__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >*) [62]
                0.00    0.00   13824/27649       __gnu_cxx::hashtable<std::pair<std::string const, int>, std::string, __gnu_cxx::hash<std::string>, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::allocator<int> >::_M_new_node(std::pair<std::string const, int> const&) [59]
[41]     0.0    0.00    0.00   27649         std::allocator<std::pair<std::string const, int> >::~allocator() [41]
                0.00    0.00   27649/27649       __gnu_cxx::new_allocator<std::pair<std::string const, int> >::~new_allocator() [40]
-----------------------------------------------
                0.00    0.00   27648/27648       myheap::addtoheap(std::string, int) [4]
[42]     0.0    0.00    0.00   27648         CompleteBinaryTree<datapoint*>::lastLeaf() [42]
-----------------------------------------------
                0.00    0.00   13824/27648       __gnu_cxx::hashtable<std::pair<std::string const, int>, std::string, __gnu_cxx::hash<std::string>, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::allocator<int> >::_M_delete_node(__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >*) [62]
                0.00    0.00   13824/27648       __gnu_cxx::hashtable<std::pair<std::string const, int>, std::string, __gnu_cxx::hash<std::string>, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::allocator<int> >::_M_new_node(std::pair<std::string const, int> const&) [59]
[43]     0.0    0.00    0.00   27648         __gnu_cxx::hashtable<std::pair<std::string const, int>, std::string, __gnu_cxx::hash<std::string>, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::allocator<int> >::get_allocator() const [43]
                0.00    0.00   27648/27648       std::allocator<std::pair<std::string const, int> >::allocator<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> > >(std::allocator<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> > > const&) [45]
-----------------------------------------------
                0.00    0.00   13824/27648       __gnu_cxx::hashtable<std::pair<std::string const, int>, std::string, __gnu_cxx::hash<std::string>, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::allocator<int> >::_M_bkt_num(std::pair<std::string const, int> const&) const [71]
                0.00    0.00   13824/27648       __gnu_cxx::hashtable<std::pair<std::string const, int>, std::string, __gnu_cxx::hash<std::string>, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::allocator<int> >::find(std::string const&) [65]
[44]     0.0    0.00    0.00   27648         __gnu_cxx::hashtable<std::pair<std::string const, int>, std::string, __gnu_cxx::hash<std::string>, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::allocator<int> >::_M_bkt_num_key(std::string const&) const [44]
                0.00    0.00   27648/66067       std::vector<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >*, std::allocator<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >*> >::size() const [33]
                0.00    0.00   27648/52061       __gnu_cxx::hashtable<std::pair<std::string const, int>, std::string, __gnu_cxx::hash<std::string>, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::allocator<int> >::_M_bkt_num_key(std::string const&, unsigned long) const [37]
-----------------------------------------------
                0.00    0.00   27648/27648       __gnu_cxx::hashtable<std::pair<std::string const, int>, std::string, __gnu_cxx::hash<std::string>, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::allocator<int> >::get_allocator() const [43]
[45]     0.0    0.00    0.00   27648         std::allocator<std::pair<std::string const, int> >::allocator<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> > >(std::allocator<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> > > const&) [45]
                0.00    0.00   27648/27649       __gnu_cxx::new_allocator<std::pair<std::string const, int> >::new_allocator() [39]
-----------------------------------------------
                0.00    0.00   13824/27648       commandexec::executecommand(char*) [3]
                0.00    0.00   13824/27648       __gnu_cxx::new_allocator<std::pair<std::string const, int> >::destroy(std::pair<std::string const, int>*) [53]
[46]     0.0    0.00    0.00   27648         std::pair<std::string const, int>::~pair() [46]
-----------------------------------------------
                0.00    0.00   24413/24413       __gnu_cxx::hashtable<std::pair<std::string const, int>, std::string, __gnu_cxx::hash<std::string>, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::allocator<int> >::resize(unsigned long) [66]
[47]     0.0    0.00    0.00   24413         __gnu_cxx::hashtable<std::pair<std::string const, int>, std::string, __gnu_cxx::hash<std::string>, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::allocator<int> >::_M_bkt_num(std::pair<std::string const, int> const&, unsigned long) const [47]
                0.00    0.00   24413/181033      std::_Select1st<std::pair<std::string const, int> >::operator()(std::pair<std::string const, int> const&) const [25]
                0.00    0.00   24413/52061       __gnu_cxx::hashtable<std::pair<std::string const, int>, std::string, __gnu_cxx::hash<std::string>, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::allocator<int> >::_M_bkt_num_key(std::string const&, unsigned long) const [37]
-----------------------------------------------
                0.00    0.00   13849/13849       myheap::clear() [100]
[48]     0.0    0.00    0.00   13849         CompleteBinaryTree<datapoint*>::empty() [48]
-----------------------------------------------
                0.00    0.00   13824/13824       myheap::clear() [100]
[49]     0.0    0.00    0.00   13824         CompleteBinaryTree<datapoint*>::removeLast() [49]
-----------------------------------------------
                0.00    0.00   13824/13824       myheap::addtoheap(std::string, int) [4]
[50]     0.0    0.00    0.00   13824         CompleteBinaryTree<datapoint*>::append(datapoint*) [50]
-----------------------------------------------
                0.00    0.00   13824/13824       __gnu_cxx::hashtable<std::pair<std::string const, int>, std::string, __gnu_cxx::hash<std::string>, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::allocator<int> >::_M_put_node(__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >*) [60]
[51]     0.0    0.00    0.00   13824         __gnu_cxx::new_allocator<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> > >::deallocate(__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >*, unsigned long) [51]
-----------------------------------------------
                0.00    0.00   13824/13824       __gnu_cxx::hashtable<std::pair<std::string const, int>, std::string, __gnu_cxx::hash<std::string>, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::allocator<int> >::_M_get_node() [58]
[52]     0.0    0.00    0.00   13824         __gnu_cxx::new_allocator<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> > >::allocate(unsigned long, void const*) [52]
                0.00    0.00   13824/13824       __gnu_cxx::new_allocator<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> > >::max_size() const [69]
-----------------------------------------------
                0.00    0.00   13824/13824       __gnu_cxx::hashtable<std::pair<std::string const, int>, std::string, __gnu_cxx::hash<std::string>, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::allocator<int> >::_M_delete_node(__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >*) [62]
[53]     0.0    0.00    0.00   13824         __gnu_cxx::new_allocator<std::pair<std::string const, int> >::destroy(std::pair<std::string const, int>*) [53]
                0.00    0.00   13824/27648       std::pair<std::string const, int>::~pair() [46]
-----------------------------------------------
                0.00    0.00   13824/13824       __gnu_cxx::hashtable<std::pair<std::string const, int>, std::string, __gnu_cxx::hash<std::string>, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::allocator<int> >::_M_new_node(std::pair<std::string const, int> const&) [59]
[54]     0.0    0.00    0.00   13824         __gnu_cxx::new_allocator<std::pair<std::string const, int> >::construct(std::pair<std::string const, int>*, std::pair<std::string const, int> const&) [54]
                0.00    0.00   13824/13824       operator new(unsigned long, void*) [79]
                0.00    0.00   13824/13824       std::pair<std::string const, int>::pair(std::pair<std::string const, int> const&) [72]
-----------------------------------------------
                0.00    0.00   13824/13824       commandexec::executecommand(char*) [3]
[55]     0.0    0.00    0.00   13824         __gnu_cxx::hash_map<std::string, int, __gnu_cxx::hash<std::string>, std::equal_to<std::string>, std::allocator<int> >::end() [55]
                0.00    0.00   13824/13824       __gnu_cxx::hashtable<std::pair<std::string const, int>, std::string, __gnu_cxx::hash<std::string>, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::allocator<int> >::end() [64]
-----------------------------------------------
                0.00    0.00   13824/13824       commandexec::executecommand(char*) [3]
[56]     0.0    0.00    0.00   13824         __gnu_cxx::hash_map<std::string, int, __gnu_cxx::hash<std::string>, std::equal_to<std::string>, std::allocator<int> >::find(std::string const&) [56]
                0.00    0.00   13824/13824       __gnu_cxx::hashtable<std::pair<std::string const, int>, std::string, __gnu_cxx::hash<std::string>, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::allocator<int> >::find(std::string const&) [65]
-----------------------------------------------
                0.00    0.00   13824/13824       commandexec::executecommand(char*) [3]
[57]     0.0    0.00    0.00   13824         __gnu_cxx::hash_map<std::string, int, __gnu_cxx::hash<std::string>, std::equal_to<std::string>, std::allocator<int> >::insert(std::pair<std::string const, int> const&) [57]
                0.00    0.00   13824/13824       __gnu_cxx::hashtable<std::pair<std::string const, int>, std::string, __gnu_cxx::hash<std::string>, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::allocator<int> >::insert_unique(std::pair<std::string const, int> const&) [61]
-----------------------------------------------
                0.00    0.00   13824/13824       __gnu_cxx::hashtable<std::pair<std::string const, int>, std::string, __gnu_cxx::hash<std::string>, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::allocator<int> >::_M_new_node(std::pair<std::string const, int> const&) [59]
[58]     0.0    0.00    0.00   13824         __gnu_cxx::hashtable<std::pair<std::string const, int>, std::string, __gnu_cxx::hash<std::string>, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::allocator<int> >::_M_get_node() [58]
                0.00    0.00   13824/13824       __gnu_cxx::new_allocator<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> > >::allocate(unsigned long, void const*) [52]
-----------------------------------------------
                0.00    0.00   13824/13824       __gnu_cxx::hashtable<std::pair<std::string const, int>, std::string, __gnu_cxx::hash<std::string>, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::allocator<int> >::insert_unique_noresize(std::pair<std::string const, int> const&) [63]
[59]     0.0    0.00    0.00   13824         __gnu_cxx::hashtable<std::pair<std::string const, int>, std::string, __gnu_cxx::hash<std::string>, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::allocator<int> >::_M_new_node(std::pair<std::string const, int> const&) [59]
                0.00    0.00   13824/13824       __gnu_cxx::hashtable<std::pair<std::string const, int>, std::string, __gnu_cxx::hash<std::string>, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::allocator<int> >::_M_get_node() [58]
                0.00    0.00   13824/27648       __gnu_cxx::hashtable<std::pair<std::string const, int>, std::string, __gnu_cxx::hash<std::string>, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::allocator<int> >::get_allocator() const [43]
                0.00    0.00   13824/13824       __gnu_cxx::new_allocator<std::pair<std::string const, int> >::construct(std::pair<std::string const, int>*, std::pair<std::string const, int> const&) [54]
                0.00    0.00   13824/27649       std::allocator<std::pair<std::string const, int> >::~allocator() [41]
-----------------------------------------------
                0.00    0.00   13824/13824       __gnu_cxx::hashtable<std::pair<std::string const, int>, std::string, __gnu_cxx::hash<std::string>, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::allocator<int> >::_M_delete_node(__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >*) [62]
[60]     0.0    0.00    0.00   13824         __gnu_cxx::hashtable<std::pair<std::string const, int>, std::string, __gnu_cxx::hash<std::string>, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::allocator<int> >::_M_put_node(__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >*) [60]
                0.00    0.00   13824/13824       __gnu_cxx::new_allocator<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> > >::deallocate(__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >*, unsigned long) [51]
-----------------------------------------------
                0.00    0.00   13824/13824       __gnu_cxx::hash_map<std::string, int, __gnu_cxx::hash<std::string>, std::equal_to<std::string>, std::allocator<int> >::insert(std::pair<std::string const, int> const&) [57]
[61]     0.0    0.00    0.00   13824         __gnu_cxx::hashtable<std::pair<std::string const, int>, std::string, __gnu_cxx::hash<std::string>, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::allocator<int> >::insert_unique(std::pair<std::string const, int> const&) [61]
                0.00    0.00   13824/13824       __gnu_cxx::hashtable<std::pair<std::string const, int>, std::string, __gnu_cxx::hash<std::string>, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::allocator<int> >::resize(unsigned long) [66]
                0.00    0.00   13824/13824       __gnu_cxx::hashtable<std::pair<std::string const, int>, std::string, __gnu_cxx::hash<std::string>, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::allocator<int> >::insert_unique_noresize(std::pair<std::string const, int> const&) [63]
-----------------------------------------------
                0.00    0.00   13824/13824       __gnu_cxx::hashtable<std::pair<std::string const, int>, std::string, __gnu_cxx::hash<std::string>, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::allocator<int> >::clear() [202]
[62]     0.0    0.00    0.00   13824         __gnu_cxx::hashtable<std::pair<std::string const, int>, std::string, __gnu_cxx::hash<std::string>, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::allocator<int> >::_M_delete_node(__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >*) [62]
                0.00    0.00   13824/27648       __gnu_cxx::hashtable<std::pair<std::string const, int>, std::string, __gnu_cxx::hash<std::string>, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::allocator<int> >::get_allocator() const [43]
                0.00    0.00   13824/27649       std::allocator<std::pair<std::string const, int> >::~allocator() [41]
                0.00    0.00   13824/13824       __gnu_cxx::new_allocator<std::pair<std::string const, int> >::destroy(std::pair<std::string const, int>*) [53]
                0.00    0.00   13824/13824       __gnu_cxx::hashtable<std::pair<std::string const, int>, std::string, __gnu_cxx::hash<std::string>, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::allocator<int> >::_M_put_node(__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >*) [60]
-----------------------------------------------
                0.00    0.00   13824/13824       __gnu_cxx::hashtable<std::pair<std::string const, int>, std::string, __gnu_cxx::hash<std::string>, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::allocator<int> >::insert_unique(std::pair<std::string const, int> const&) [61]
[63]     0.0    0.00    0.00   13824         __gnu_cxx::hashtable<std::pair<std::string const, int>, std::string, __gnu_cxx::hash<std::string>, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::allocator<int> >::insert_unique_noresize(std::pair<std::string const, int> const&) [63]
                0.00    0.00  142796/181033      std::_Select1st<std::pair<std::string const, int> >::operator()(std::pair<std::string const, int> const&) const [25]
                0.00    0.00  142796/285592      std::_Select1st<std::pair<std::string const, int> >::operator()(std::pair<std::string const, int>&) const [17]
                0.00    0.00  142796/285592      std::equal_to<std::string>::operator()(std::string const&, std::string const&) const [18]
                0.00    0.00   27648/212723      std::vector<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >*, std::allocator<__gnu_cxx::_Hashtable_node<std::pair<std::string const, int> >*> >::operator[](unsigned long) [23]
                0.00    0.00   13824/13824       __gnu_cxx::hashtable<std::pair<std::string const, int>, std::string, __gnu_cxx::hash<std::string>, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::allocator<int> >::_M_bkt_num(std::pair<std::string const, int> const&) const [71]
                0.00    0.00   13824/13824       __gnu_cxx::hashtable<std::pair<std::string const, int>, std::string, __gnu_cxx::hash<std::string>, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::allocator<int> >::_M_new_node(std::pair<std::string const, int> const&) [59]
